annotation_id,_iter,confirmed_task,Reasoning,Variables,Template,A1,A2
277a776a-b335-4761-a543-bed1c6eca1d6,189,Search for kayaks and filter the results to show only those that are suitable for whitewater rapids.,"Kayaks is a product type. Whitewater rapids is a specific use case. So, I need to remove them.","var1: kayaks, var2: whitewater rapids",Search for [var1] and filter the results to show only those that are suitable for [var2].,Search and filter the results to show only those that are suitable for a specific use.,Search for kayaks and filter the results to show only those that are suitable for a specific use.
a63b891b-4703-46ab-8633-b151b26574d1,190,Find the software requirements for iPhones that support live tv  on demand streaming.,"iPhone is a product name. Live TV on demand streaming is a specific service. So, I need to remove them.","var1: iPhone, var2: live tv on demand streaming",Find the software requirements for [var1] that support [var2].,Find the software requirements for phones that support streaming services,Find the software requirements for iPhones that support streaming services
c5871c3f-27c3-48d8-bdf9-8b49382a2719,191,Add 3 movies from At the Kiosk which are new to Wishlist.,"3 is a number. At the Kiosk is a category or place. Wishlist is a specific list name. So, I need to remove them.","var1: 3, var2: At the Kiosk, var3: Wishlist",Add [var1] movies from [var2] which are new to [var3].,Add movies which are new to a list,Add movies from At the Kiosk which are new to a list
74cb088a-06d9-4a5e-9b00-61fd6b874e89,192,Find exercise events taking place in San Francisco between July 10-31.,"Exercise events is a type of event. San Francisco is a place. July 10-31 is a date range. So, I need to remove them.","var1: exercise, var2: San Francisco, var3: July 10-31",Find [var1] events taking place in [var2] between [var3].,Find events taking place,Find events taking place in San Francisco between July 10-31
7cd5a347-0e44-4ea2-8fcf-45fec1844279,193,Find music event organizers and follow the second one.,"There are no specific variables such as place, date, product name, or number that need to be removed. The task description is already generic.",None,Find music event organizers and follow the second one.,Find music event organizers and follow the second one.,Find music event organizers and follow the second one.
8634bbc0-7bcd-4c88-ad0f-5c73c3f69e53,194,Join the waitlist for a ticket for the Hackney Clothes Swap - Earth Day event being held on April 22nd. Name: Joe Bloggs. Email: joe@bloggs.com,"Hackney Clothes Swap is a product name. Earth Day is an event name. April 22nd is a date. Joe Bloggs is a name. joe@bloggs.com is an email address. So, I need to remove them.","var1: Hackney Clothes Swap, var2: Earth Day, var3: April 22nd, var4: Joe Bloggs, var5: joe@bloggs.com",Join the waitlist for a ticket for the [var1] - [var2] event being held on [var3]. Name: [var4]. Email: [var5],Join the waitlist for a ticket for an event,Join the waitlist for a ticket for the Earth Day event being held on April 22nd
920f240d-77a9-476b-a1d4-dcc88d199bfa,195,"Find rock  music events in Canada, happening this weekend and save top three popular events for my record.","Rock is a genre of music. Canada is a place. This weekend is a time frame. Top three is a number. So, I need to remove them.","var1: rock, var2: Canada, var3: this weekend, var4: top three","Find [var1] music events in [var2], happening [var3] and save [var4] popular events for my record.",Find music events and save popular events for my record,"Find music events in Canada, happening this weekend and save popular events for my record"
f1db33c6-c414-438b-bbfc-cdaa6cfc6b68,196,Check reviews for best electric SUV and find the 1 star rated review and mark it helpful.,"Electric SUV is a product category. 1 star is a rating level. So, I need to remove them.","var1: electric SUV, var2: 1 star",Check reviews for best [var1] and find the [var2] rated review and mark it helpful.,Check reviews for best vehicles and find the low rated review and mark it helpful,Check reviews for best electric SUV and find the low rated review and mark it helpful
fb9c0e7f-02dd-453f-8c73-da19282abf84,197,Find a Ford Mustang with lowest price and save it.,"Ford Mustang is a product name. So, I need to remove it.",var1: Ford Mustang,Find a [var1] with lowest price and save it.,Find a car with the lowest price and save it.,Find a Ford Mustang with the lowest price and save it.
58394242-6531-4791-a7fc-6f279037706c,198,Favorite a shared room in Belo Horizonte costing up to $100 to stay in a weekend in May,"Shared room is a type of accommodation. Belo Horizonte is a place. $100 is a price. Weekend is a period of time. May is a month. So, I need to remove them.","var1: shared room, var2: Belo Horizonte, var3: $100, var4: weekend, var5: May",Favorite a [var1] in [var2] costing up to [var3] to stay in a [var4] in [var5],Favorite a room,Favorite a room in Belo Horizonte to stay in a weekend
f9723022-04b9-4778-ad33-cf54eac3d393,199,"Find events starting from April 1, 2023 within 100 miles of New York and see who are going in the top listed event and follow all of them who are going.","April 1, 2023 is a date. 100 miles is a distance. New York is a place. ""top listed event"" is a specific qualifier that may be considered a variable as it can change based on context, but it also could be seen as necessary to preserve the meaning of the task.","var1: April 1, 2023, var2: 100 miles, var3: New York, var4: top listed event",Find events starting from [var1] within [var2] of [var3] and see who are going in the [var4] and follow all of them who are going.,Find events and see who are going and follow all of them who are going.,Find events within 100 miles of New York and see who are going in the top listed event and follow all of them who are going.
37564222-bb58-4a55-b47b-e9ffbbc1d160,200,Find the results of the most recent NFL games.,"NFL is a specific sports league, and most recent is a time-related variable that specifies a particular set of games. However, removing 'NFL' would make the task too broad as it would not specify which sports games we are interested in. 'Most recent' is necessary to understand the time frame of the games we are looking for. Therefore, we may keep 'NFL' and 'most recent' to preserve the meaning of the task.",No variables to remove,Find the results of the most recent NFL games.,Find the results of the most recent NFL games.,Find the results of the most recent NFL games.
3e142eee-7a62-4ad7-ae16-419d596ab63b,201,Find the list of injured NBA players.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. NBA is an organization and not a variable in the context of this task.",None,Find the list of injured [Organization] players.,Find the list of injured players.,Find the list of injured NBA players.
56e4a9c1-d39e-4173-9857-9cf980c0fba9,202,Follow the Denver Nuggets NBA team.,"Denver Nuggets is a specific NBA team. So, I need to remove it.",var1: Denver Nuggets,Follow the [var1] NBA team,Follow an NBA team,Follow the NBA team
63d1f820-37bf-4adb-aabb-65eb7925790c,203,Find the current roster of the Miami Heat.,"The Miami Heat is a specific sports team, so it should be removed to generalize the task description.",var1: Miami Heat,Find the current roster of the [var1],Find the current roster of the team,Find the current roster of the Miami Heat
1a16a98f-4e8f-4ff9-9fa2-b97d2d403cc3,204,Add a set of sonoma bath towels to the cart and apply a coupon code for free shipping.,"Sonoma is a product name. Free shipping is a specific type of coupon code. So, I need to remove them.","var1: Sonoma, var2: free shipping",Add a set of [var1] bath towels to the cart and apply a coupon code for [var2].,Add a set of bath towels to the cart and apply a coupon code.,Add a set of bath towels to the cart and apply a coupon code for free shipping.
0633c328-f1ad-42bd-8aec-7a1883b5898d,205,Find a luxury trip deal anywhere to go in spring,"Luxury is a type of service. Spring is a season. So, I need to remove them.","var1: luxury, var2: spring",Find a [var1] trip deal anywhere to go in [var2],Find a trip deal anywhere to go,Find a trip deal anywhere to go in spring
1ba150cb-3b4a-4f0a-bff0-b448c78608ae,206,"Find hotel deals in Las Vegas for four adults starting on May 17 and ending on May 20, and if deal is not available, set an alert for the same.","Las Vegas is a place. Four is a number. May 17 and May 20 are dates. So, I need to remove them.","var1: Las Vegas, var2: four, var3: May 17, var4: May 20","Find hotel deals in [var1] for [var2] adults starting on [var3] and ending on [var4], and if deal is not available, set an alert for the same.","Find hotel deals for adults and if deal is not available, set an alert for the same","Find hotel deals in Las Vegas for adults starting on May 17 and ending on May 20, and if deal is not available, set an alert for the same"
1c1af35c-a0d7-4fe8-bcd3-baf30862235b,207,Show most expensive cruise deals in Europe and Mediterranean.,"Europe and Mediterranean are places. So, I need to remove them.","var1: Europe, var2: Mediterranean",Show most expensive cruise deals in [var1] and [var2].,Show most expensive cruise deals,Show most expensive cruise deals in Europe and the Mediterranean
33964bc4-fc1d-417c-ba5a-2c1c45ed8d8b,208,Show me the most expensive things to do anywhere in December in a map,"Most expensive is a specific qualifier. December is a date. A map is a general term and does not specify a variable, so it can be kept.","var1: most expensive, var2: December",Show me the [var1] things to do anywhere in [var2] in a map,Show me things to do in a map,Show me things to do in December in a map
401c4e6f-6b0b-47b4-8157-92d7ca468bbc,209,"rent a car in Brooklyn - Central, NY on from April 9 to April 15.","Brooklyn - Central, NY is a place. April 9 and April 15 are dates. So, I need to remove them.","var1: Brooklyn - Central, NY, var2: April 9, var3: April 15",Rent a car in [var1] from [var2] to [var3].,Rent a car,Rent a car from April 9 to April 15
00e83fae-f2f0-48ab-912c-32c03982642b,210,Show computer game reviews sorted by score.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. The terms ""computer game"" and ""score"" are generic categories and not specific variables.",,Show [var1] reviews sorted by [var2].,Show reviews sorted by score,Show computer game reviews sorted by score
74f01011-9bcd-433b-8405-975ca5c3f356,211,Find the address and store hours for the Armageddon Shop record store in Boston.,"The Armageddon Shop is a specific store name. Boston is a place. So, I need to remove them.","var1: Armageddon Shop, var2: Boston",Find the address and store hours for the [var1] record store in [var2].,Find the address and store hours for the record store,Find the address and store hours for the record store in Boston
